=== YEN 2 ROTAS ALEATÓRIAS - REQUISIÇÃO [5,10] ===

PARÂMETROS DA SIMULAÇÃO:
  Rede: NSFNet (14 nós, 21 enlaces)
  Wavelengths por enlace: 40
  Rotas consideradas: 2 (menores rotas do YEN)
  Seleção de rota: Aleatória entre as 2
  Alocação de wavelength: First Fit
  Requisição: [5,10]
  Rodadas por carga: 20
  Total de chamadas por carga: 1000
  Percentual desta requisição: ~16%
  Cargas testadas: 0 a 200

RESULTADOS (Blocking Probability):
Carga	Probabilidade de Bloqueio	Chamadas Totais	Chamadas Bloqueadas
82	0.000000	3200	0
83	0.000000	3200	0
84	0.006211	3200	19
85	0.019231	3200	61
86	0.012987	3200	41
87	0.010363	3200	33
88	0.000000	3200	0
89	0.024242	3200	77
90	0.015504	3200	49
91	0.012658	3200	40
92	0.018634	3200	59
93	0.006944	3200	22
94	0.012739	3200	40
95	0.030303	3200	96
96	0.050955	3200	163
97	0.036364	3200	116
98	0.054545	3200	174
99	0.023810	3200	76
100	0.054217	3200	173
101	0.086957	3200	278
102	0.026316	3200	84
103	0.030120	3200	96
104	0.085227	3200	272
105	0.046784	3200	149
106	0.066667	3200	213
107	0.028369	3200	90
108	0.066667	3200	213
109	0.052632	3200	168
110	0.062069	3200	198
111	0.078431	3200	250
112	0.076923	3200	246
113	0.029412	3200	94
114	0.039773	3200	127
115	0.024845	3200	79
116	0.092593	3200	296
117	0.133005	3200	425
118	0.073446	3200	235
119	0.063291	3200	202
120	0.088757	3200	284
121	0.076923	3200	246
122	0.076433	3200	244
123	0.116959	3200	374
124	0.130952	3200	419
125	0.145695	3200	466
126	0.121212	3200	387
127	0.109677	3200	350
128	0.111111	3200	355
129	0.088050	3200	281
130	0.134228	3200	429
131	0.125749	3200	402
132	0.135802	3200	434
133	0.117284	3200	375
134	0.111111	3200	355
135	0.145695	3200	466
136	0.215054	3200	688
137	0.145985	3200	467
138	0.174699	3200	559
139	0.151724	3200	485
140	0.174825	3200	559
141	0.161290	3200	516
142	0.182390	3200	583
143	0.187135	3200	598
144	0.171233	3200	547
145	0.133758	3200	428
146	0.139860	3200	447
147	0.204225	3200	653
148	0.213415	3200	682
149	0.189873	3200	607
150	0.153285	3200	490
151	0.213415	3200	682
152	0.206061	3200	659
153	0.174497	3200	558
154	0.243750	3200	780
155	0.218935	3200	700
156	0.224852	3200	719
157	0.238710	3200	763
158	0.220126	3200	704
159	0.291209	3200	931
160	0.235294	3200	752
161	0.264516	3200	846
162	0.186207	3200	595
163	0.251497	3200	804
164	0.227273	3200	727
165	0.245810	3200	786
166	0.317568	3200	1016
167	0.227545	3200	728
168	0.268293	3200	858
169	0.205128	3200	656
170	0.234483	3200	750
171	0.238889	3200	764
172	0.298780	3200	956
173	0.319018	3200	1020
174	0.235294	3200	752
175	0.285714	3200	914
176	0.251462	3200	804
177	0.221429	3200	708
178	0.240964	3200	771
179	0.221519	3200	708
180	0.313609	3200	1003
181	0.292818	3200	937
182	0.286585	3200	917
183	0.337580	3200	1080
184	0.316770	3200	1013
185	0.237410	3200	759
186	0.331288	3200	1060
187	0.232877	3200	745
188	0.306358	3200	980
189	0.270115	3200	864
190	0.383117	3200	1225
191	0.239726	3200	767
192	0.322034	3200	1030
193	0.307229	3200	983
194	0.316129	3200	1011
195	0.326923	3200	1046
196	0.353659	3200	1131
197	0.393939	3200	1260
198	0.306122	3200	979
199	0.409836	3200	1311
200	0.341772	3200	1093

=== ESTATÍSTICAS (Cargas 1-200) ===
Média: 0.098204 (9.8204%)
Máximo: 0.409836 (40.9836%)
Mínimo: 0.000000 (0.0000%)
Desvio Padrão: 0.116448
Mediana: 0.030212
