=== YEN 2 ROTAS ALEATÓRIAS - REQUISIÇÃO [3,8] ===

PARÂMETROS DA SIMULAÇÃO:
  Rede: NSFNet (14 nós, 21 enlaces)
  Wavelengths por enlace: 40
  Rotas consideradas: 2 (menores rotas do YEN)
  Seleção de rota: Aleatória entre as 2
  Alocação de wavelength: First Fit
  Requisição: [3,8]
  Rodadas por carga: 20
  Total de chamadas por carga: 1000
  Percentual desta requisição: ~16%
  Cargas testadas: 0 a 200

RESULTADOS (Blocking Probability):
Carga	Probabilidade de Bloqueio	Chamadas Totais	Chamadas Bloqueadas
82	0.000000	3200	0
83	0.021858	3200	69
84	0.000000	3200	0
85	0.018405	3200	58
86	0.011628	3200	37
87	0.000000	3200	0
88	0.005917	3200	18
89	0.017341	3200	55
90	0.018405	3200	58
91	0.000000	3200	0
92	0.013423	3200	42
93	0.000000	3200	0
94	0.049296	3200	157
95	0.028736	3200	91
96	0.053571	3200	171
97	0.006897	3200	22
98	0.041176	3200	131
99	0.064748	3200	207
100	0.035714	3200	114
101	0.044199	3200	141
102	0.044872	3200	143
103	0.081761	3200	261
104	0.104938	3200	335
105	0.113514	3200	363
106	0.063584	3200	203
107	0.065476	3200	209
108	0.092593	3200	296
109	0.056962	3200	182
110	0.098684	3200	315
111	0.063694	3200	203
112	0.138365	3200	442
113	0.065359	3200	209
114	0.100629	3200	322
115	0.075145	3200	240
116	0.146667	3200	469
117	0.084967	3200	271
118	0.096591	3200	309
119	0.182432	3200	583
120	0.129630	3200	414
121	0.108280	3200	346
122	0.152047	3200	486
123	0.097561	3200	312
124	0.130137	3200	416
125	0.150327	3200	481
126	0.150943	3200	483
127	0.151515	3200	484
128	0.186441	3200	596
129	0.160256	3200	512
130	0.149351	3200	477
131	0.220430	3200	705
132	0.182353	3200	583
133	0.171053	3200	547
134	0.193333	3200	618
135	0.203947	3200	652
136	0.192547	3200	616
137	0.223464	3200	715
138	0.233333	3200	746
139	0.164634	3200	526
140	0.181818	3200	581
141	0.195266	3200	624
142	0.172932	3200	553
143	0.204969	3200	655
144	0.190184	3200	608
145	0.247126	3200	790
146	0.205128	3200	656
147	0.253012	3200	809
148	0.258278	3200	826
149	0.233333	3200	746
150	0.257485	3200	823
151	0.180124	3200	576
152	0.254335	3200	813
153	0.290909	3200	930
154	0.204225	3200	653
155	0.298780	3200	956
156	0.230216	3200	736
157	0.327586	3200	1048
158	0.371069	3200	1187
159	0.287671	3200	920
160	0.324503	3200	1038
161	0.289017	3200	924
162	0.319018	3200	1020
163	0.318182	3200	1018
164	0.337662	3200	1080
165	0.322785	3200	1032
166	0.372093	3200	1190
167	0.290780	3200	930
168	0.356322	3200	1140
169	0.322581	3200	1032
170	0.360000	3200	1152
171	0.319277	3200	1021
172	0.287770	3200	920
173	0.362500	3200	1160
174	0.337349	3200	1079
175	0.347826	3200	1113
176	0.324138	3200	1037
177	0.348993	3200	1116
178	0.369427	3200	1182
179	0.421965	3200	1350
180	0.374194	3200	1197
181	0.339506	3200	1086
182	0.419355	3200	1341
183	0.357576	3200	1144
184	0.402367	3200	1287
185	0.389222	3200	1245
186	0.353591	3200	1131
187	0.419540	3200	1342
188	0.367742	3200	1176
189	0.402597	3200	1288
190	0.428571	3200	1371
191	0.391304	3200	1252
192	0.457831	3200	1465
193	0.459119	3200	1469
194	0.429319	3200	1373
195	0.345455	3200	1105
196	0.393750	3200	1260
197	0.400000	3200	1280
198	0.365385	3200	1169
199	0.442177	3200	1414
200	0.436709	3200	1397

=== ESTATÍSTICAS (Cargas 1-200) ===
Média: 0.127084 (12.7084%)
Máximo: 0.459119 (45.9119%)
Mínimo: 0.000000 (0.0000%)
Desvio Padrão: 0.148858
Mediana: 0.051434
